time,tavg,tmin,tmax,prcp,,,,,
29-07-1991,27.3,23.5,31.7,64.3,,,,,
30-07-1991,28.6,26,31.6,0,,,,,
31-07-1991,29,25.3,32.1,,,,,,
01-08-1991,29.3,25,,,,,,,
02-08-1991,30,25.5,32.8,0,,,,,
03-08-1991,29.1,25.8,33,0,,,,,
04-08-1991,28.6,26.3,32.7,,,,,,
05-08-1991,28.5,25.2,31.3,0,,,,,
06-08-1991,28.1,,29.3,,,,,,
07-08-1991,28.6,26.6,31.6,0,,,,,
08-08-1991,28.3,25,33.2,1,,,,,
09-08-1991,28.7,24.5,32.4,2.8,,,,,
10-08-1991,26.1,24,28,65,,,,,
11-08-1991,25.4,24,26.8,318.8,,,,,
12-08-1991,25.5,,26.5,0,,,,,
13-08-1991,25.5,23,29,26.4,,,,,
14-08-1991,26.6,,28.8,0,,,,,
15-08-1991,27.3,24,31,0,,,,,
16-08-1991,27.3,25,30,2.5,,,,,
17-08-1991,27.5,24.6,,7.6,,,,,
18-08-1991,28.6,24,31.3,4.1,,,,,
19-08-1991,30.7,,33.8,0,,,,,
20-08-1991,28.4,26,33.5,1,,,,,
21-08-1991,26.3,23,30,3.3,,,,,
22-08-1991,26.1,23.2,28.6,115.3,,,,,
23-08-1991,29.6,25.5,32.6,7.4,,,,,
24-08-1991,29.1,25,32.5,0.5,,,,,
25-08-1991,29.2,24.6,32,2.5,,,,,
26-08-1991,29.1,,32.4,0,,,,,
27-08-1991,26.3,,28.4,,,,,,
28-08-1991,25.7,23.2,27.5,56.9,,,,,
29-08-1991,27.1,24.4,29.9,0.5,,,,,
30-08-1991,26.9,24.5,30.1,1.5,,,,,
31-08-1991,28.2,23.4,31.9,25.9,,,,,
01-09-1991,28.6,24.2,32,6.1,,,,,
02-09-1991,28.3,,33.5,0,,,,,
03-09-1991,27.6,,,0,,,,,
04-09-1991,27.4,,31.8,0,,,,,
05-09-1991,25.9,23,29.5,48,,,,,
06-09-1991,28.5,22.9,33.4,20.6,,,,,
07-09-1991,29.3,24,33.8,13.5,,,,,
08-09-1991,28.9,25,,0,,,,,
09-09-1991,29.1,25.2,,,,,,,
10-09-1991,27.9,,33.6,,,,,,
11-09-1991,27.4,,33.4,,,,,,
12-09-1991,27.6,24,32.6,,,,,,
13-09-1991,27.6,23.5,32.8,4.1,,,,,
14-09-1991,27.4,24,,0.8,,,,,
15-09-1991,28.4,25,,0.8,,,,,
16-09-1991,27.7,24.3,32.7,0,,,,,
17-09-1991,28,25,31.5,6.9,,,,,
18-09-1991,29.1,24.4,33.4,0,,,,,
19-09-1991,29.3,24.5,,0.5,,,,,
20-09-1991,29.1,25.2,33.4,6.1,,,,,
21-09-1991,28.3,25.8,32.7,3,,,,,
22-09-1991,26.6,,29.2,15.7,,,,,
23-09-1991,27.6,23.5,31.5,7.9,,,,,
24-09-1991,28.2,24.8,31.3,0,,,,,
25-09-1991,27.8,24.5,31.5,17,,,,,
26-09-1991,28.2,25,33.5,0,,,,,
27-09-1991,29.6,25.2,33.8,0,,,,,
28-09-1991,29.6,25.1,,0,,,,,
29-09-1991,27,24,33.8,,,,,,
30-09-1991,29.1,24,33.8,0,,,,,
01-10-1991,28.3,23.5,33.5,0,,,,,
02-10-1991,27.9,23.1,32.4,,,,,,
03-10-1991,25,,28.6,,,,,,
04-10-1991,26.5,24.2,29.4,18.3,,,,,
05-10-1991,27.7,,31.6,0,,,,,
06-10-1991,26.3,24.6,30.9,1,,,,,
07-10-1991,27.4,24.3,32,0.3,,,,,
08-10-1991,25.9,,32.2,0,,,,,
09-10-1991,26.9,23,,20.1,,,,,
10-10-1991,27.1,,31.6,0,,,,,
11-10-1991,27.1,23.6,32,0,,,,,
12-10-1991,26.1,23.2,30.5,5.8,,,,,
13-10-1991,25.4,22.5,,2.5,,,,,
14-10-1991,27,23.5,30.7,7.9,,,,,
15-10-1991,27.1,,32.5,0,,,,,
16-10-1991,25.8,23.4,32,1,,,,,
17-10-1991,26.8,21.5,31.7,1.8,,,,,
18-10-1991,27.7,,32.5,0,,,,,
19-10-1991,27.2,,32.6,0,,,,,
20-10-1991,28.3,21.4,33.5,0,,,,,
21-10-1991,27.2,21,32.6,163.1,,,,,
22-10-1991,26.6,21.2,32.6,0,,,,,
23-10-1991,27.4,22.2,31.7,,,,,,
24-10-1991,24.6,,30.5,0,,,,,
25-10-1991,25.3,21,29.4,0,,,,,
26-10-1991,25.8,22,,0,,,,,
27-10-1991,26.3,22.5,30,0.3,,,,,
28-10-1991,26.3,22.9,30,0,,,,,
29-10-1991,24.8,22.2,29,,,,,,
30-10-1991,23.8,21.2,27.3,3.6,,,,,
31-10-1991,25,21.5,28.4,1.8,,,,,
01-11-1991,25,22.5,29.2,0,,,,,
02-11-1991,25.5,23,29,0.3,,,,,
03-11-1991,23.4,,28,3.6,,,,,
04-11-1991,22.6,20.1,25.8,85.1,,,,,
05-11-1991,23.4,18.5,29.6,0,,,,,
06-11-1991,24.2,17.5,30.1,,,,,,
07-11-1991,22.8,18.5,30.1,0,,,,,
08-11-1991,24.2,17.1,30.8,0,,,,,
09-11-1991,23.4,17.5,31,0,,,,,
10-11-1991,23.2,16.3,30.5,0,,,,,
11-11-1991,23.5,15.5,29.9,0,,,,,
12-11-1991,23.4,17.5,30,0,,,,,
13-11-1991,23.8,,29.3,0,,,,,
14-11-1991,24.1,18,29.4,0,,,,,
15-11-1991,21.7,,24.9,0,,,,,
16-11-1991,22.1,18.5,25.4,1.3,,,,,
17-11-1991,23.6,19.2,29,0,,,,,
18-11-1991,23.3,19,28.3,0,,,,,
19-11-1991,23.6,19.5,,0,,,,,
20-11-1991,23.2,18,30,0,,,,,
21-11-1991,22.3,16.5,30.4,0,,,,,
22-11-1991,21.7,15.5,30.3,0,,,,,
23-11-1991,19.6,13.7,27.9,0,,,,,
24-11-1991,20.5,13,28,0,,,,,
25-11-1991,20.5,12.5,29,0,,,,,
26-11-1991,20.1,13.5,29.2,0,,,,,
27-11-1991,20.2,12.6,29.4,0,,,,,
28-11-1991,22.2,13,30,0,,,,,
29-11-1991,22.3,,30.4,0,,,,,
30-11-1991,22.9,14.3,30.9,0,,,,,
01-12-1991,22.4,15,29.9,0,,,,,
02-12-1991,22.1,16,31,0,,,,,
03-12-1991,20.7,,29,0,,,,,
04-12-1991,19.5,12.5,27.6,0,,,,,
05-12-1991,19.2,11.5,28.9,0,,,,,
06-12-1991,20.3,12,28.4,0,,,,,
07-12-1991,20.2,12.4,27.6,0,,,,,
08-12-1991,18.8,13,27.7,0,,,,,
09-12-1991,20.8,13.2,28.1,0,,,,,
10-12-1991,21.4,14.4,28.7,0,,,,,
11-12-1991,21.3,14.5,,0,,,,,
12-12-1991,21.6,13.6,28.6,0,,,,,
13-12-1991,20.3,14.5,27.5,0,,,,,
14-12-1991,19.7,13.2,27.8,0,,,,,
15-12-1991,19.3,13,27.5,0,,,,,
16-12-1991,19.6,12.5,26.5,0,,,,,
17-12-1991,18.2,13,25.9,0,,,,,
18-12-1991,19.7,13.2,26.7,0,,,,,
19-12-1991,20.8,13.6,28.4,0,,,,,
20-12-1991,20.5,14,29,0,,,,,
21-12-1991,21.3,14.5,28.6,0,,,,,
22-12-1991,21.7,14.7,29.3,0,,,,,
23-12-1991,23.4,16.6,29.2,0,,,,,
24-12-1991,23.2,19,29.2,0,,,,,
25-12-1991,23.7,19.6,29.5,0,,,,,
26-12-1991,22.2,,,,,,,,
27-12-1991,18.4,,26.6,0,,,,,
28-12-1991,17.8,12.5,,0,,,,,
29-12-1991,18.8,11.5,26.4,0,,,,,
30-12-1991,20.3,13,27.7,52.1,,,,,
31-12-1991,19,16.2,,1.8,,,,,
01-01-1992,16.6,,20.3,25.4,,,,,
02-01-1992,17.1,12.6,23.2,0.8,,,,,
03-01-1992,17.8,,23.3,0,,,,,
04-01-1992,16.8,9.8,23.4,0,,,,,
05-01-1992,17.5,8.6,25.4,0,,,,,
06-01-1992,19.3,10.5,27.8,0,,,,,
07-01-1992,19.9,10.5,28.3,0,,,,,
08-01-1992,19.1,11.8,28.6,0,,,,,
09-01-1992,20.6,11.2,29.3,0,,,,,
10-01-1992,20.7,11.6,29.2,0,,,,,
11-01-1992,21.2,13,28.5,0,,,,,
12-01-1992,22.7,14.3,,,,,,,
13-01-1992,19.4,14.5,,0,,,,,
14-01-1992,18.3,10,26.6,0,,,,,
15-01-1992,19.9,11,28,0,,,,,
16-01-1992,20.8,11.6,29,0,,,,,
17-01-1992,21.8,14.3,,0,,,,,
18-01-1992,20.8,16.9,28,0,,,,,
19-01-1992,21.4,15,29,0,,,,,
20-01-1992,22.6,15.5,29,0,,,,,
21-01-1992,22.2,16.9,29,0,,,,,
22-01-1992,22.9,16.5,30,0,,,,,
23-01-1992,23.1,16.6,29.4,0,,,,,
24-01-1992,21.9,16.4,29.6,0,,,,,
25-01-1992,22.3,14.8,31.6,0,,,,,
26-01-1992,23,13.8,31.6,0,,,,,
27-01-1992,22.1,15,30.8,0,,,,,
28-01-1992,22.6,17.5,29.2,0,,,,,
29-01-1992,23,17,30.4,0,,,,,
30-01-1992,24.3,16.5,30.4,,,,,,
31-01-1992,23.9,,31.1,,,,,,
01-02-1992,24.2,16.4,31.4,0,,,,,
02-02-1992,24.7,19.4,31,0,,,,,
03-02-1992,22.8,19,28.2,0,,,,,
04-02-1992,22.7,18.2,29.8,0,,,,,
05-02-1992,24.3,18.4,,0,,,,,
06-02-1992,24.7,19.9,31.5,0,,,,,
07-02-1992,25.2,20.6,,,,,,,
08-02-1992,24,19.5,30,0,,,,,
09-02-1992,24.3,20.2,30.4,0.8,,,,,
10-02-1992,23.1,19,29.2,0,,,,,
11-02-1992,22.3,,28.2,0,,,,,
12-02-1992,21.4,14.3,28.5,0,,,,,
13-02-1992,23.1,13.6,31.2,0,,,,,
14-02-1992,26.9,17.6,33.4,0,,,,,
15-02-1992,25.4,19.5,31.4,0,,,,,
16-02-1992,24.4,,30.4,,,,,,
17-02-1992,26.8,21.8,32.4,,,,,,
18-02-1992,24.5,16.9,32,0,,,,,
19-02-1992,22.4,17,30.6,0,,,,,
20-02-1992,26.6,19.2,31.1,0,,,,,
21-02-1992,26.1,21.4,32.9,,,,,,
22-02-1992,24.8,21.1,,0,,,,,
23-02-1992,23.4,20.8,30,,,,,,
24-02-1992,22.9,19.4,27.3,0,,,,,
25-02-1992,23.1,17.8,28,0,,,,,
26-02-1992,22.8,16.7,29.9,0,,,,,
27-02-1992,23.4,14.9,30.4,0,,,,,
28-02-1992,25.6,18.7,31.3,0,,,,,
29-02-1992,27.5,20.5,,0,,,,,
01-03-1992,27.7,22.4,,0,,,,,
02-03-1992,28.1,19,36.5,0,,,,,
03-03-1992,25.9,14.1,34.3,0,,,,,
04-03-1992,25.7,16.4,,0,,,,,
05-03-1992,28.8,17.5,36.8,0,,,,,
06-03-1992,27.1,21.3,36.4,0,,,,,
07-03-1992,29.4,20.2,37.6,0,,,,,
08-03-1992,27.3,19.7,33.6,0,,,,,
09-03-1992,27.3,22.2,33.4,0,,,,,
10-03-1992,27.3,22.6,33.5,0,,,,,
11-03-1992,27.8,22.4,34.4,0,,,,,
12-03-1992,27.8,,,0,,,,,
13-03-1992,28.2,22.6,35.6,0,,,,,
14-03-1992,28,21.6,36.6,0,,,,,
15-03-1992,31,22,38.8,0,,,,,
16-03-1992,28.4,21.8,35.5,0,,,,,
17-03-1992,28.2,21.5,35,0,,,,,
18-03-1992,30.7,22.7,35.4,,,,,,
19-03-1992,28.8,24.4,36.8,0,,,,,
20-03-1992,28.2,24.1,32.8,,,,,,
21-03-1992,,,,,,,,,
22-03-1992,28.9,24.2,35.4,0,,,,,
23-03-1992,28.9,22.8,35.6,0,,,,,
24-03-1992,28.7,,34.8,0,,,,,
25-03-1992,30.6,23,37.3,,,,,,
26-03-1992,29,22.6,36.9,0,,,,,
27-03-1992,30.3,22.6,37.9,0,,,,,
28-03-1992,30.1,22.1,,0,,,,,
29-03-1992,30.1,,,0,,,,,
30-03-1992,28.8,24,,0,,,,,
31-03-1992,29,,36.2,0,,,,,
01-04-1992,28.3,19.5,35.7,10.9,,,,,
02-04-1992,29.3,22.5,36.4,0,,,,,
03-04-1992,28.8,24,35.3,0,,,,,
04-04-1992,28.8,24.6,35.6,0,,,,,
05-04-1992,29.7,22.7,37.4,0,,,,,
06-04-1992,31,22.5,40.4,0,,,,,
07-04-1992,29.7,24,38.4,0,,,,,
08-04-1992,30.6,24.5,39,0,,,,,
09-04-1992,29.3,23.5,36.5,0,,,,,
10-04-1992,30.3,24.5,37.7,0,,,,,
11-04-1992,30.2,24.3,38.1,0,,,,,
12-04-1992,30.1,25,37.9,0,,,,,
13-04-1992,29.3,24.9,37.9,0,,,,,
14-04-1992,29.4,24.8,36.6,0,,,,,
15-04-1992,29.4,25.3,35.5,0.3,,,,,
16-04-1992,28.9,25.2,34,0,,,,,
17-04-1992,29.7,,36.9,0,,,,,
18-04-1992,28.8,24,35.9,0,,,,,
19-04-1992,30.1,,36.4,0,,,,,
20-04-1992,28.7,,38.6,0,,,,,
21-04-1992,30,23.9,38.8,0,,,,,
22-04-1992,31.3,24.2,37.9,0,,,,,
23-04-1992,31.3,24.6,39,0,,,,,
24-04-1992,31.1,25,40,0,,,,,
25-04-1992,31.2,24.3,38.3,0,,,,,
26-04-1992,31.3,23.6,40.3,0,,,,,
27-04-1992,29.5,,38.8,,,,,,
28-04-1992,29.6,23.1,37,0,,,,,
29-04-1992,28.7,24.4,33.9,,,,,,
30-04-1992,30.2,22,37.6,0,,,,,
01-05-1992,32,25,40.9,0,,,,,
02-05-1992,30.4,,37.3,0,,,,,
03-05-1992,29.7,,35.9,,,,,,
04-05-1992,27.4,21.9,,13.7,,,,,
05-05-1992,26.3,21.2,31.6,53.6,,,,,
06-05-1992,27.9,24.4,35.5,36.1,,,,,
07-05-1992,30.9,26.2,38.1,0,,,,,
08-05-1992,30.1,25.9,38,0,,,,,
09-05-1992,30.3,26,36.8,0,,,,,
10-05-1992,31.1,24.7,38.8,0,,,,,
11-05-1992,28.5,,38.1,,,,,,
12-05-1992,29.9,,,0,,,,,
13-05-1992,30,25.8,35.7,0,,,,,
14-05-1992,30.3,25.6,,0,,,,,
15-05-1992,30.5,27,36.4,0,,,,,
16-05-1992,30.5,26.5,35.5,0,,,,,
17-05-1992,30.2,26.2,38,0,,,,,
18-05-1992,30.4,25.6,34.5,0,,,,,
19-05-1992,31.2,27.2,,,,,,,
20-05-1992,32.3,26.4,37.5,0,,,,,
21-05-1992,32.3,27.1,40,0.5,,,,,
22-05-1992,30.1,,36,0,,,,,
23-05-1992,26.4,20,30.9,89.2,,,,,
24-05-1992,27.5,,34,0,,,,,
25-05-1992,25.9,21,33,5.8,,,,,
26-05-1992,27.8,20,33.4,47,,,,,
27-05-1992,29.3,23,33.9,7.4,,,,,
28-05-1992,26.4,,31,0,,,,,
29-05-1992,29.3,24.5,34.9,14.2,,,,,
30-05-1992,30.4,24,34.6,0,,,,,
31-05-1992,30.4,26,35.9,0,,,,,
01-06-1992,31.6,27.2,35.8,0,,,,,
02-06-1992,31.3,27.6,37,0,,,,,
03-06-1992,30.8,27.2,,0,,,,,
04-06-1992,30.8,26.5,,0,,,,,
05-06-1992,31.9,26.6,37,0,,,,,
06-06-1992,30.1,26.7,37.3,0,,,,,
07-06-1992,31.6,26.9,36.4,0,,,,,
08-06-1992,29.1,22,32.4,39.1,,,,,
09-06-1992,29.5,,35.4,0,,,,,
10-06-1992,28.2,23.5,35.3,52.6,,,,,
11-06-1992,30.5,25,36.5,0,,,,,
12-06-1992,31.1,26.5,36.2,0,,,,,
13-06-1992,31.4,27.6,,0,,,,,
14-06-1992,30.6,,36.7,0,,,,,
15-06-1992,30.9,,37.2,,,,,,
16-06-1992,29.7,25,35.9,,,,,,
17-06-1992,26.9,25,,3.8,,,,,
18-06-1992,27.8,,29.6,0,,,,,
19-06-1992,29.8,26.6,32.1,7.9,,,,,
20-06-1992,27.8,,32.2,4.8,,,,,
21-06-1992,26.4,25,30.2,2.3,,,,,
22-06-1992,,,,,,,,,
23-06-1992,28.7,,31.6,,,,,,
24-06-1992,28.9,25,31.9,,,,,,
25-06-1992,31.1,25.4,33.7,0,,,,,
26-06-1992,31.8,26.5,36.2,0,,,,,
27-06-1992,,,,,,,,,
28-06-1992,29,23,34.3,19.8,,,,,
29-06-1992,29.5,26.6,33.8,0.3,,,,,
30-06-1992,28.3,,,0,,,,,
01-07-1992,25.6,21.7,,67.8,,,,,
02-07-1992,28.9,25,31.9,13.7,,,,,
03-07-1992,29.3,26.1,32.5,0,,,,,
04-07-1992,29.6,,34.3,,,,,,
05-07-1992,29.8,22.6,33.8,26.2,,,,,
06-07-1992,29.3,25,32.7,0,,,,,
07-07-1992,28.9,26.5,31,0,,,,,
08-07-1992,26.7,24,33.4,0.5,,,,,
09-07-1992,29.1,23.4,31.6,3.3,,,,,
10-07-1992,28.6,26.5,31.2,0.5,,,,,
11-07-1992,28.3,24.9,31.9,0,,,,,
12-07-1992,28.7,25.8,32.2,0,,,,,
13-07-1992,28.4,,32.6,0,,,,,
14-07-1992,29.6,25,33.2,0,,,,,
15-07-1992,28.4,,33.9,0,,,,,
16-07-1992,27.3,,34.8,0,,,,,
17-07-1992,27.1,23.3,30,120.4,,,,,
18-07-1992,26.7,24,29.8,1.5,,,,,
19-07-1992,27.3,24.3,28.6,9.4,,,,,
20-07-1992,26.4,,27.7,1.5,,,,,
21-07-1992,25.8,23.5,28.5,24.6,,,,,
22-07-1992,28.2,24.5,31.9,1,,,,,
23-07-1992,29.7,24.9,,6.1,,,,,
24-07-1992,26.8,,32.4,13.2,,,,,
25-07-1992,27.2,23.4,30.4,51.3,,,,,
26-07-1992,27,24.5,30.8,26.9,,,,,
27-07-1992,26,24,27,123.4,,,,,
28-07-1992,28.2,24,31.6,6.1,,,,,
29-07-1992,29.4,25.4,33,0,,,,,
30-07-1992,27.8,,33.5,,,,,,
31-07-1992,26.7,24.6,32.6,,,,,,
01-08-1992,26.8,24,30.5,,,,,,
02-08-1992,27.9,24.5,32,0.8,,,,,
03-08-1992,27.2,,30.6,0.8,,,,,
04-08-1992,27.6,24.8,,4.6,,,,,
05-08-1992,28.8,24.8,32.8,7.1,,,,,
06-08-1992,27.9,,33,0,,,,,
07-08-1992,26.7,22,30.2,62.7,,,,,
08-08-1992,25.9,24,27,17.5,,,,,
09-08-1992,25.9,24.4,31.9,12.4,,,,,
10-08-1992,28.9,24,33.4,17.5,,,,,
11-08-1992,29.1,25,32.8,0,,,,,
12-08-1992,28.4,,,,,,,,
13-08-1992,27.6,25.5,32.4,,,,,,
14-08-1992,27.6,,30,18.8,,,,,
15-08-1992,29.1,25.2,31.6,34.3,,,,,
16-08-1992,29.4,,33,0,,,,,
17-08-1992,26.3,24,28.6,109.5,,,,,
18-08-1992,26.1,,,7.1,,,,,
19-08-1992,26.9,,,0,,,,,
20-08-1992,27.2,23.2,30.4,5.3,,,,,
21-08-1992,26.6,23,29.6,5.8,,,,,
22-08-1992,27.8,24.1,31.5,0.3,,,,,
23-08-1992,28.3,24.5,31.4,0,,,,,
24-08-1992,28.8,25.9,32.6,,,,,,
25-08-1992,28.7,,33.5,,,,,,
26-08-1992,28.8,24.8,31.8,,,,,,
27-08-1992,28.4,24.8,31.6,0.8,,,,,
28-08-1992,29.7,24.8,33.4,0,,,,,
29-08-1992,29.4,,33.7,0,,,,,
30-08-1992,29.2,25.8,33,,,,,,
31-08-1992,29.7,26,,0,,,,,
01-09-1992,28.1,25.9,32,5.3,,,,,
02-09-1992,27.2,,30.3,1.3,,,,,
03-09-1992,26.8,24.5,30,24.4,,,,,
04-09-1992,28.1,23.5,32.5,16,,,,,
05-09-1992,27.4,24.9,,3.3,,,,,
06-09-1992,26.4,23.9,30.4,36.3,,,,,
07-09-1992,27.1,24.4,30,9.9,,,,,
08-09-1992,27.4,,32,0,,,,,
09-09-1992,26.2,25.1,29.4,10.4,,,,,
10-09-1992,27.3,24.1,29.4,17,,,,,
11-09-1992,27.8,24.7,31.4,0,,,,,
12-09-1992,28.8,25.5,32.4,0,,,,,
13-09-1992,28.9,25.4,33.4,,,,,,
14-09-1992,28.6,24,33.6,0,,,,,
15-09-1992,29,24.6,33.4,0,,,,,
16-09-1992,29.7,24.5,33.6,0,,,,,
17-09-1992,27.9,24.3,33.4,0,,,,,
18-09-1992,28.8,24,33.2,0,,,,,
19-09-1992,28.7,23.9,32.8,,,,,,
20-09-1992,29.3,24,34.1,8.9,,,,,
21-09-1992,29.4,24.4,34.4,0,,,,,
22-09-1992,29,24.5,33.9,0,,,,,
23-09-1992,29.9,25,34,0,,,,,
24-09-1992,27.1,,31.9,,,,,,
25-09-1992,26.6,24,,,,,,,
26-09-1992,26.8,22.8,,72.6,,,,,
27-09-1992,27.5,21.9,32,19.3,,,,,
28-09-1992,28.3,23.5,32.1,0,,,,,
29-09-1992,28.8,,33.4,0,,,,,
30-09-1992,28.9,24.2,33.7,0,,,,,
01-10-1992,28.2,24.6,34.6,,,,,,
02-10-1992,28.4,,,0,,,,,
03-10-1992,28.5,24.1,33.4,0,,,,,
04-10-1992,28.8,24.8,33.2,,,,,,
05-10-1992,28.4,24.6,33.7,0,,,,,
06-10-1992,26.4,24,31.8,,,,,,
07-10-1992,27.2,23.7,32,,,,,,
08-10-1992,25.3,24.2,,,,,,,
09-10-1992,25.6,23.4,27.5,,,,,,
10-10-1992,26,23.9,27.6,0,,,,,
11-10-1992,26.2,23.5,30.6,,,,,,
12-10-1992,27.6,24,,31,,,,,
13-10-1992,26.8,,,,,,,,
14-10-1992,29.1,24.9,,0,,,,,
15-10-1992,28.6,23.8,33,0,,,,,
16-10-1992,27.3,23.4,32.6,,,,,,
17-10-1992,26.4,23.6,31.9,0,,,,,
18-10-1992,27.6,22.3,31.2,0,,,,,
19-10-1992,27.3,23.5,30.4,0,,,,,
20-10-1992,26.1,23.2,31,0.3,,,,,
21-10-1992,26.9,22.5,31.5,0,,,,,
22-10-1992,26.1,,31.8,0,,,,,
23-10-1992,27.5,20.4,33.6,0,,,,,
24-10-1992,27.2,20.6,,0,,,,,
25-10-1992,26.6,19.4,33.5,0,,,,,
26-10-1992,27.5,21.5,33,0,,,,,
27-10-1992,26.6,21.4,32.3,0,,,,,
28-10-1992,25.7,19,31.2,0,,,,,
29-10-1992,24.4,18.6,31,0,,,,,
30-10-1992,26.6,19,32.1,0,,,,,
31-10-1992,27.6,20.6,32.5,0,,,,,
01-11-1992,27.2,,32.6,0,,,,,
02-11-1992,26.4,22.4,32.6,0,,,,,
03-11-1992,26.1,,32,0.5,,,,,
04-11-1992,26.4,22,,0.8,,,,,
05-11-1992,24.5,,27.5,0,,,,,
06-11-1992,24.8,21.5,28.9,1.3,,,,,
07-11-1992,26,,32.3,0,,,,,
08-11-1992,26.4,20.9,32.1,0,,,,,
09-11-1992,26.6,21.2,32.1,0,,,,,
10-11-1992,26.4,21.6,31.6,,,,,,
11-11-1992,24.5,20.7,32.4,0,,,,,
12-11-1992,25.9,,31.5,0,,,,,
13-11-1992,24.9,19,31.1,0,,,,,
14-11-1992,25.9,21,31.9,0,,,,,
15-11-1992,25.9,21.3,31.6,0,,,,,
16-11-1992,26.2,20.6,30.8,0,,,,,
17-11-1992,24.8,20.6,31.2,,,,,,
18-11-1992,24.7,,29.5,0.5,,,,,
19-11-1992,24.9,19.5,30,0,,,,,
20-11-1992,23.1,,,0,,,,,
21-11-1992,24.3,16.9,31.5,0,,,,,
22-11-1992,25.3,19.2,32.4,0,,,,,
23-11-1992,25.3,19,32.4,0,,,,,
24-11-1992,24.2,21.2,29.5,0,,,,,
25-11-1992,23.4,,29.1,0,,,,,
26-11-1992,22.1,16.4,29.3,0,,,,,
27-11-1992,23.2,16.1,29.5,0,,,,,
28-11-1992,22.4,16.5,29.3,0,,,,,
29-11-1992,22.3,15.2,29.1,0,,,,,
30-11-1992,23.2,16,30.1,0,,,,,
01-12-1992,23.4,17.3,29.4,0,,,,,
02-12-1992,22.4,16,29.7,0,,,,,
03-12-1992,22.6,15.4,30,0,,,,,
04-12-1992,22.8,16,30.1,0,,,,,
05-12-1992,23.5,16.5,29.8,0,,,,,
06-12-1992,22.8,,29.5,0,,,,,
07-12-1992,22.1,13.6,29,0,,,,,
08-12-1992,21.6,13.9,28.5,0,,,,,
09-12-1992,20.6,14,29.2,0,,,,,
10-12-1992,20.9,13.6,29.2,0,,,,,
11-12-1992,22.3,14.5,28.5,0,,,,,
12-12-1992,21.9,13.5,,0,,,,,
13-12-1992,19.6,13.8,28.8,0,,,,,
14-12-1992,20.8,,28.5,0,,,,,
15-12-1992,21.6,13.5,27.5,0,,,,,
16-12-1992,19.5,12.8,27.5,0,,,,,
17-12-1992,19.3,11,28.4,0,,,,,
18-12-1992,20.4,,29.2,0,,,,,
19-12-1992,22.2,,28.4,,,,,,
20-12-1992,19.6,13.6,,0,,,,,
21-12-1992,20.7,15,28.4,0,,,,,
22-12-1992,20.9,13,29,0,,,,,
23-12-1992,22.9,,29,0,,,,,
24-12-1992,19.2,12.4,28,0,,,,,
25-12-1992,20.3,10.9,29.5,0,,,,,
26-12-1992,20.7,11.5,30.5,0,,,,,
27-12-1992,19.8,12.4,29.4,0,,,,,
28-12-1992,21.7,13.6,29.6,0,,,,,
29-12-1992,20.9,14.7,30,0,,,,,
30-12-1992,21.3,14.5,30.6,0,,,,,
31-12-1992,22.1,13.6,29.4,0,,,,,
01-01-1993,22.2,13.2,31.5,0,,,,,
02-01-1993,22.1,14.4,31,0,,,,,
03-01-1993,24.7,14.4,33,0,,,,,
04-01-1993,25.6,16,34,0,,,,,
05-01-1993,23.4,11.6,30.4,0,,,,,
06-01-1993,22.4,17.5,30,0,,,,,
07-01-1993,23.7,19.9,31.4,0,,,,,
08-01-1993,24.1,20,31.5,0,,,,,
09-01-1993,24.1,18.4,30.5,0,,,,,
10-01-1993,24.2,18.5,,0,,,,,
11-01-1993,24,20,31.2,0,,,,,
12-01-1993,25.4,19.2,,,,,,,
13-01-1993,23.9,19.6,32.4,0,,,,,
14-01-1993,21.8,,28.5,0,,,,,
15-01-1993,21.4,14.5,29.4,0,,,,,
16-01-1993,25.4,15.1,31,0,,,,,
17-01-1993,24.3,14.4,33.3,0,,,,,
18-01-1993,23.2,16.7,30,0,,,,,
19-01-1993,23,16.5,29.7,0,,,,,
20-01-1993,21,,26,0,,,,,
21-01-1993,19.8,14.8,27.1,0,,,,,
22-01-1993,19.8,12.8,28.4,0,,,,,
23-01-1993,21.4,13,28.9,0,,,,,
24-01-1993,20.6,14,29.4,0,,,,,
25-01-1993,22.3,13.5,29.4,,,,,,
26-01-1993,23.7,12.2,,0,,,,,
27-01-1993,20.4,13.9,29.9,0,,,,,
28-01-1993,21,14.2,29,0,,,,,
29-01-1993,20.8,,,0,,,,,
30-01-1993,21.4,,,0,,,,,
31-01-1993,23.9,15,31.6,0,,,,,
01-02-1993,23.7,17.5,30,0,,,,,
02-02-1993,22.4,17.4,30,0,,,,,
03-02-1993,21.9,15,29.8,0,,,,,
04-02-1993,23.8,,30.4,0,,,,,
05-02-1993,23.6,15.7,,0,,,,,
06-02-1993,23.6,16.2,31.4,0,,,,,
07-02-1993,22.8,17,32,0,,,,,
08-02-1993,23.4,17.4,31.6,0,,,,,
09-02-1993,23.1,17.6,30.5,0,,,,,
10-02-1993,21.9,16.8,31,0,,,,,
11-02-1993,24.9,17.6,31,0,,,,,
12-02-1993,24,17.4,33,0,,,,,
13-02-1993,26,18.5,,0,,,,,
14-02-1993,27.3,20.4,36.4,0,,,,,
15-02-1993,28.9,17.6,37.5,0,,,,,
16-02-1993,27.8,21,38.3,0,,,,,
17-02-1993,27.8,23.2,35,0,,,,,
